,class
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,0
5805,0
5806,4
5807,4
5808,4
5809,4
5810,4
5811,4
5812,4
5813,4
5814,4
5815,4
5816,4
5817,0
5818,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,0
5826,2
5827,2
5828,2
5829,2
5830,2
5831,2
5832,2
5833,2
5834,2
5835,2
5836,2
5837,2
5838,2
5839,2
5840,2
5841,2
5842,2
5843,2
5844,2
5845,2
5846,2
5847,2
5848,2
5849,2
5850,2
5851,2
5852,2
5853,2
5854,2
5855,2
5856,2
5857,2
5858,2
5859,2
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,10
5874,10
5875,10
5876,10
5877,10
5878,10
5879,10
5880,10
5881,10
5882,10
5883,10
5884,10
5885,10
5886,10
5887,10
5888,10
5889,10
5890,10
5891,10
5892,10
5893,10
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,2
5901,2
5902,0
5903,2
5904,2
5905,2
5906,2
5907,0
5908,10
5909,10
5910,10
5911,0
5912,11
5913,11
5914,11
5915,11
5916,11
5917,11
5918,0
5919,0
5920,0
5921,8
5922,8
5923,8
5924,8
5925,8
5926,8
5927,8
5928,8
5929,8
5930,8
5931,8
5932,8
5933,8
5934,8
5935,8
5936,8
5937,8
5938,8
5939,8
5940,0
5941,0
5942,0
5943,0
5944,0
5945,0
5946,0
5947,0
5948,0
5949,0
5950,0
5951,0
5952,4
5953,4
5954,4
5955,4
5956,4
5957,4
5958,4
5959,4
5960,4
5961,4
5962,0
5963,0
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,0
5974,2
5975,2
5976,2
5977,2
5978,2
5979,2
5980,2
5981,2
5982,2
5983,2
5984,2
5985,2
5986,2
5987,2
5988,2
5989,2
5990,2
5991,2
5992,2
5993,2
5994,2
5995,2
5996,2
5997,2
5998,2
5999,2
6000,2
6001,2
6002,2
6003,2
6004,2
6005,2
6006,2
6007,2
6008,2
6009,2
6010,2
6011,2
6012,2
6013,2
6014,2
6015,2
6016,0
6017,0
6018,10
6019,10
6020,10
6021,10
6022,10
6023,10
6024,10
6025,10
6026,10
6027,10
6028,10
6029,10
6030,10
6031,10
6032,10
6033,10
6034,10
6035,10
6036,10
6037,10
6038,10
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,2
6046,2
6047,0
6048,2
6049,2
6050,2
6051,2
6052,0
6053,10
6054,10
6055,10
6056,0
6057,11
6058,11
6059,11
6060,11
6061,11
6062,11
6063,0
6064,0
6065,0
6066,8
6067,8
6068,8
6069,8
6070,8
6071,8
6072,8
6073,8
6074,8
6075,8
6076,8
6077,8
6078,8
6079,8
6080,8
6081,8
6082,8
6083,8
6084,8
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,4
6098,4
6099,4
6100,4
6101,4
6102,4
6103,4
6104,4
6105,4
6106,4
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,2
6122,2
6123,2
6124,2
6125,2
6126,2
6127,2
6128,2
6129,2
6130,2
6131,2
6132,2
6133,2
6134,2
6135,2
6136,2
6137,2
6138,2
6139,2
6140,2
6141,2
6142,2
6143,2
6144,2
6145,2
6146,2
6147,2
6148,2
6149,2
6150,2
6151,2
6152,2
6153,2
6154,2
6155,2
6156,2
6157,2
6158,2
6159,2
6160,2
6161,0
6162,0
6163,10
6164,10
6165,10
6166,10
6167,10
6168,10
6169,10
6170,10
6171,10
6172,10
6173,10
6174,10
6175,10
6176,10
6177,10
6178,10
6179,10
6180,10
6181,10
6182,10
6183,10
6184,0
6185,2
6186,2
6187,2
6188,2
6189,2
6190,2
6191,2
6192,0
6193,2
6194,2
6195,2
6196,2
6197,0
6198,10
6199,10
6200,10
6201,0
6202,11
6203,11
6204,11
6205,11
6206,11
6207,11
6208,0
6209,0
6210,0
6211,8
6212,8
6213,8
6214,8
6215,8
6216,8
6217,8
6218,8
6219,8
6220,8
6221,8
6222,8
6223,8
6224,8
6225,8
6226,8
6227,8
6228,8
6229,8
6230,0
6231,0
6232,0
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,4
6243,4
6244,4
6245,4
6246,4
6247,4
6248,4
6249,4
6250,4
6251,4
6252,4
6253,4
6254,4
6255,4
6256,4
6257,4
6258,4
6259,0
6260,0
6261,6
6262,6
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,2
6270,2
6271,2
6272,2
6273,2
6274,2
6275,2
6276,2
6277,2
6278,2
6279,2
6280,2
6281,2
6282,2
6283,2
6284,2
6285,2
6286,2
6287,2
6288,2
6289,2
6290,2
6291,2
6292,2
6293,2
6294,2
6295,2
6296,2
6297,2
6298,2
6299,2
6300,2
6301,2
6302,2
6303,2
6304,2
6305,2
6306,0
6307,0
6308,10
6309,10
6310,10
6311,10
6312,10
6313,10
6314,10
6315,10
6316,10
6317,10
6318,10
6319,10
6320,10
6321,10
6322,10
6323,10
6324,10
6325,10
6326,10
6327,10
6328,10
6329,0
6330,2
6331,2
6332,2
6333,2
6334,2
6335,2
6336,2
6337,0
6338,2
6339,2
6340,2
6341,2
6342,0
6343,10
6344,10
6345,10
6346,0
6347,11
6348,11
6349,11
6350,11
6351,11
6352,11
6353,0
6354,0
6355,0
6356,8
6357,8
6358,8
6359,8
6360,8
6361,8
6362,8
6363,8
6364,8
6365,8
6366,8
6367,8
6368,8
6369,8
6370,8
6371,8
6372,8
6373,8
6374,8
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,4
6388,4
6389,4
6390,4
6391,4
6392,4
6393,4
6394,4
6395,4
6396,4
6397,4
6398,4
6399,4
6400,4
6401,4
6402,4
6403,4
6404,0
6405,0
6406,6
6407,6
6408,6
6409,6
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,2
6417,2
6418,2
6419,2
6420,2
6421,2
6422,2
6423,2
6424,2
6425,2
6426,2
6427,2
6428,2
6429,2
6430,2
6431,2
6432,2
6433,2
6434,2
6435,2
6436,2
6437,2
6438,2
6439,2
6440,2
6441,2
6442,2
6443,2
6444,2
6445,2
6446,2
6447,2
6448,2
6449,2
6450,2
6451,0
6452,0
6453,10
6454,10
6455,10
6456,10
6457,10
6458,10
6459,10
6460,10
6461,10
6462,10
6463,10
6464,10
6465,10
6466,10
6467,10
6468,10
6469,10
6470,10
6471,10
6472,10
6473,10
6474,0
6475,2
6476,2
6477,2
6478,2
6479,2
6480,2
6481,2
6482,0
6483,2
6484,2
6485,2
6486,2
6487,0
6488,10
6489,10
6490,10
6491,0
6492,11
6493,11
6494,11
6495,11
6496,11
6497,11
6498,0
6499,0
6500,0
6501,8
6502,8
6503,8
6504,8
6505,8
6506,8
6507,8
6508,8
6509,8
6510,8
6511,8
6512,8
6513,8
6514,8
6515,8
6516,8
6517,8
6518,8
6519,8
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,4
6533,4
6534,4
6535,4
6536,4
6537,4
6538,4
6539,4
6540,4
6541,4
6542,4
6543,4
6544,4
6545,4
6546,4
6547,4
6548,4
6549,0
6550,0
6551,6
6552,6
6553,6
6554,6
6555,6
6556,6
6557,0
6558,0
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,0
6575,2
6576,2
6577,2
6578,2
6579,2
6580,2
6581,2
6582,2
6583,2
6584,2
6585,2
6586,2
6587,2
6588,2
6589,2
6590,2
6591,2
6592,2
6593,2
6594,2
6595,2
6596,0
6597,0
6598,10
6599,10
6600,10
6601,10
6602,10
6603,10
6604,10
6605,10
6606,10
6607,10
6608,10
6609,10
6610,10
6611,10
6612,10
6613,10
6614,10
6615,10
6616,10
6617,10
6618,10
6619,0
6620,2
6621,2
6622,2
6623,2
6624,2
6625,2
6626,2
6627,0
6628,2
6629,2
6630,2
6631,2
6632,0
6633,10
6634,10
6635,10
6636,0
6637,11
6638,11
6639,11
6640,11
6641,11
6642,11
6643,0
6644,0
6645,0
6646,8
6647,8
6648,8
6649,8
6650,8
6651,8
6652,8
6653,8
6654,8
6655,8
6656,8
6657,8
6658,8
6659,8
6660,8
6661,8
6662,8
6663,8
6664,8
6665,0
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,4
6678,4
6679,4
6680,4
6681,4
6682,4
6683,4
6684,4
6685,4
6686,4
6687,4
6688,4
6689,4
6690,4
6691,4
6692,4
6693,4
6694,0
6695,0
6696,6
6697,6
6698,6
6699,6
6700,6
6701,6
6702,6
6703,6
6704,0
6705,0
6706,0
6707,0
6708,0
6709,0
6710,0
6711,0
6712,0
6713,0
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,2
6723,2
6724,2
6725,2
6726,2
6727,2
6728,2
6729,2
6730,2
6731,2
6732,2
6733,2
6734,2
6735,2
6736,2
6737,2
6738,2
6739,2
6740,2
6741,0
6742,0
6743,10
6744,10
6745,10
6746,10
6747,10
6748,10
6749,10
6750,10
6751,10
6752,10
6753,10
6754,10
6755,10
6756,10
6757,10
6758,10
6759,10
6760,10
6761,10
6762,10
6763,10
6764,0
6765,2
6766,2
6767,2
6768,2
6769,2
6770,2
6771,2
6772,0
6773,2
6774,2
6775,2
6776,2
6777,0
6778,10
6779,10
6780,10
6781,0
6782,11
6783,11
6784,11
6785,11
6786,11
6787,11
6788,0
6789,0
6790,0
6791,8
6792,8
6793,8
6794,8
6795,8
6796,8
6797,8
6798,8
6799,8
6800,8
6801,8
6802,8
6803,8
6804,8
6805,8
6806,8
6807,8
6808,8
6809,8
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,4
6823,4
6824,4
6825,4
6826,4
6827,4
6828,4
6829,4
6830,4
6831,4
6832,4
6833,4
6834,4
6835,4
6836,4
6837,4
6838,4
6839,0
6840,0
6841,6
6842,6
6843,6
6844,6
6845,6
6846,6
6847,6
6848,6
6849,6
6850,6
6851,0
6852,0
6853,0
6854,0
6855,0
6856,0
6857,0
6858,0
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,2
6870,2
6871,2
6872,2
6873,2
6874,2
6875,2
6876,2
6877,2
6878,2
6879,2
6880,2
6881,2
6882,2
6883,2
6884,2
6885,2
6886,0
6887,0
6888,10
6889,10
6890,10
6891,10
6892,10
6893,10
6894,10
6895,10
6896,10
6897,10
6898,10
6899,10
6900,10
6901,10
6902,10
6903,10
6904,10
6905,10
6906,10
6907,10
6908,10
6909,0
6910,2
6911,2
6912,2
6913,2
6914,2
6915,2
6916,2
6917,0
6918,2
6919,2
6920,2
6921,2
6922,0
6923,10
6924,10
6925,10
6926,0
6927,11
6928,11
6929,11
6930,11
6931,11
6932,11
6933,0
6934,0
6935,0
6936,8
6937,8
6938,8
6939,8
6940,8
6941,8
6942,8
6943,8
6944,8
6945,8
6946,8
6947,8
6948,8
6949,8
6950,8
6951,8
6952,8
6953,8
6954,8
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,4
6968,4
6969,4
6970,4
6971,4
6972,4
6973,4
6974,4
6975,4
6976,4
6977,4
6978,4
6979,4
6980,4
6981,4
6982,4
6983,4
6984,0
6985,0
6986,6
6987,6
6988,6
6989,6
6990,6
6991,6
6992,6
6993,6
6994,6
6995,6
6996,0
6997,11
6998,11
6999,0
7000,0
7001,0
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,2
7017,2
7018,2
7019,2
7020,2
7021,2
7022,2
7023,2
7024,2
7025,2
7026,2
7027,2
7028,2
7029,2
7030,2
7031,0
7032,0
7033,10
7034,10
7035,10
7036,10
7037,10
7038,10
7039,10
7040,10
7041,10
7042,10
7043,10
7044,10
7045,10
7046,10
7047,10
7048,10
7049,10
7050,10
7051,10
7052,10
7053,10
7054,0
7055,2
7056,2
7057,2
7058,2
7059,2
7060,2
7061,2
7062,0
7063,2
7064,2
7065,2
7066,2
7067,0
7068,10
7069,10
7070,10
7071,0
7072,11
7073,11
7074,11
7075,11
7076,11
7077,11
7078,0
7079,0
7080,0
7081,8
7082,8
7083,8
7084,8
7085,8
7086,8
7087,8
7088,8
7089,8
7090,8
7091,8
7092,8
7093,8
7094,8
7095,8
7096,8
7097,8
7098,8
7099,8
7100,0
7101,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7112,4
7113,4
7114,4
7115,4
7116,4
7117,4
7118,4
7119,4
7120,4
7121,4
7122,4
7123,4
7124,4
7125,4
7126,4
7127,4
7128,4
7129,0
7130,0
7131,6
7132,6
7133,6
7134,6
7135,6
7136,6
7137,6
7138,6
7139,6
7140,6
7141,0
7142,11
7143,11
7144,11
7145,11
7146,0
7147,0
7148,0
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,0
7161,0
7162,0
7163,2
7164,2
7165,2
7166,2
7167,2
7168,2
7169,2
7170,2
7171,2
7172,2
7173,2
7174,2
7175,2
7176,0
7177,0
7178,10
7179,10
7180,10
7181,10
7182,10
7183,10
7184,10
7185,10
7186,10
7187,10
7188,10
7189,10
7190,10
7191,10
7192,10
7193,10
7194,10
7195,10
7196,10
7197,10
7198,10
7199,0
7200,2
7201,2
7202,2
7203,2
7204,2
7205,2
7206,2
7207,0
7208,2
7209,2
7210,2
7211,2
7212,0
7213,10
7214,10
7215,10
7216,0
7217,11
7218,11
7219,11
7220,11
7221,11
7222,11
7223,0
7224,0
7225,0
7226,8
7227,8
7228,8
7229,8
7230,8
7231,8
7232,8
7233,8
7234,8
7235,8
7236,8
7237,8
7238,8
7239,8
7240,8
7241,8
7242,8
7243,8
7244,8
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,0
7265,0
7266,0
7267,0
7268,0
7269,0
7270,0
7271,0
7272,0
7273,0
7274,0
7275,0
7276,6
7277,6
7278,6
7279,6
7280,6
7281,6
7282,6
7283,6
7284,6
7285,6
7286,0
7287,11
7288,11
7289,11
7290,11
7291,11
7292,11
7293,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,0
7315,2
7316,2
7317,2
7318,2
7319,2
7320,2
7321,0
7322,0
7323,10
7324,10
7325,10
7326,10
7327,10
7328,10
7329,10
7330,10
7331,10
7332,10
7333,10
7334,10
7335,10
7336,10
7337,10
7338,10
7339,10
7340,10
7341,10
7342,10
7343,10
7344,0
7345,2
7346,2
7347,2
7348,2
7349,2
7350,2
7351,2
7352,0
7353,2
7354,2
7355,2
7356,2
7357,0
7358,10
7359,10
7360,10
7361,0
7362,11
7363,11
7364,11
7365,11
7366,11
7367,11
7368,0
7369,0
7370,0
7371,8
7372,8
7373,8
7374,8
7375,8
7376,8
7377,8
7378,8
7379,8
7380,8
7381,8
7382,8
7383,8
7384,8
7385,8
7386,8
7387,8
7388,8
7389,8
7390,0
7391,0
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,12
7399,12
7400,12
7401,12
7402,12
7403,12
7404,12
7405,12
7406,12
7407,12
7408,12
7409,12
7410,12
7411,12
7412,12
7413,12
7414,12
7415,12
7416,12
7417,12
7418,12
7419,0
7420,0
7421,6
7422,6
7423,6
7424,6
7425,6
7426,6
7427,6
7428,6
7429,6
7430,6
7431,0
7432,11
7433,11
7434,11
7435,11
7436,11
7437,11
7438,11
7439,11
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,0
7457,0
7458,0
7459,0
7460,0
7461,2
7462,2
7463,2
7464,2
7465,2
7466,0
7467,0
7468,10
7469,10
7470,10
7471,10
7472,10
7473,10
7474,10
7475,10
7476,10
7477,10
7478,10
7479,10
7480,10
7481,10
7482,10
7483,10
7484,10
7485,10
7486,10
7487,10
7488,10
7489,0
7490,2
7491,2
7492,2
7493,2
7494,2
7495,2
7496,2
7497,0
7498,2
7499,2
7500,2
7501,2
7502,0
7503,10
7504,10
7505,10
7506,0
7507,11
7508,11
7509,11
7510,11
7511,11
7512,11
7513,0
7514,0
7515,0
7516,8
7517,8
7518,8
7519,8
7520,8
7521,8
7522,8
7523,8
7524,8
7525,8
7526,8
7527,8
7528,8
7529,8
7530,8
7531,8
7532,8
7533,8
7534,8
7535,0
7536,0
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,12
7544,12
7545,12
7546,12
7547,12
7548,12
7549,12
7550,12
7551,12
7552,12
7553,12
7554,12
7555,12
7556,12
7557,12
7558,12
7559,12
7560,12
7561,12
7562,12
7563,12
7564,0
7565,0
7566,6
7567,6
7568,6
7569,6
7570,6
7571,6
7572,6
7573,6
7574,6
7575,6
7576,0
7577,11
7578,11
7579,11
7580,11
7581,11
7582,11
7583,11
7584,11
7585,11
7586,11
7587,0
7588,0
7589,0
7590,0
7591,0
7592,0
7593,0
7594,0
7595,0
7596,0
7597,0
7598,0
7599,0
7600,0
7601,0
7602,0
7603,0
7604,0
7605,0
7606,2
7607,2
7608,2
7609,2
7610,2
7611,0
7612,0
7613,10
7614,10
7615,10
7616,10
7617,10
7618,10
7619,10
7620,10
7621,10
7622,10
7623,10
7624,10
7625,10
7626,10
7627,10
7628,10
7629,10
7630,10
7631,10
7632,10
7633,10
7634,0
7635,2
7636,2
7637,2
7638,2
7639,2
7640,2
7641,2
7642,0
7643,2
7644,2
7645,2
7646,2
7647,0
7648,10
7649,10
7650,10
7651,0
7652,11
7653,11
7654,11
7655,11
7656,11
7657,11
7658,0
7659,0
7660,0
7661,8
7662,8
7663,8
7664,8
7665,8
7666,8
7667,8
7668,8
7669,8
7670,8
7671,8
7672,8
7673,8
7674,8
7675,8
7676,8
7677,8
7678,8
7679,8
7680,0
7681,0
7682,0
7683,0
7684,0
7685,0
7686,0
7687,0
7688,12
7689,12
7690,12
7691,12
7692,12
7693,12
7694,12
7695,12
7696,12
7697,12
7698,12
7699,12
7700,12
7701,12
7702,12
7703,12
7704,12
7705,12
7706,12
7707,12
7708,12
7709,0
7710,0
7711,6
7712,6
7713,6
7714,6
7715,6
7716,6
7717,6
7718,6
7719,6
7720,6
7721,0
7722,11
7723,11
7724,11
7725,11
7726,11
7727,11
7728,11
7729,11
7730,11
7731,11
7732,11
7733,11
7734,0
7735,0
7736,0
7737,0
7738,0
7739,0
7740,0
7741,0
7742,0
7743,0
7744,0
7745,0
7746,0
7747,0
7748,0
7749,0
7750,0
7751,0
7752,0
7753,0
7754,0
7755,0
7756,0
7757,0
7758,10
7759,10
7760,10
7761,10
7762,10
7763,10
7764,10
7765,10
7766,10
7767,10
7768,10
7769,10
7770,10
7771,10
7772,10
7773,10
7774,10
7775,10
7776,10
7777,10
7778,10
7779,0
7780,2
7781,2
7782,2
7783,2
7784,2
7785,2
7786,2
7787,0
7788,2
7789,2
7790,2
7791,2
7792,0
7793,10
7794,10
7795,10
7796,0
7797,11
7798,11
7799,11
7800,11
7801,11
7802,11
7803,0
7804,0
7805,0
7806,8
7807,8
7808,8
7809,8
7810,8
7811,8
7812,8
7813,8
7814,8
7815,8
7816,8
7817,8
7818,8
7819,8
7820,8
7821,8
7822,8
7823,8
7824,8
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,0
7833,12
7834,12
7835,12
7836,12
7837,12
7838,12
7839,12
7840,12
7841,12
7842,12
7843,12
7844,12
7845,12
7846,12
7847,12
7848,12
7849,12
7850,12
7851,12
7852,12
7853,12
7854,0
7855,0
7856,6
7857,6
7858,6
7859,6
7860,6
7861,6
7862,6
7863,6
7864,6
7865,6
7866,0
7867,11
7868,11
7869,11
7870,11
7871,11
7872,11
7873,11
7874,11
7875,11
7876,11
7877,11
7878,11
7879,11
7880,11
7881,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,0
7889,0
7890,0
7891,0
7892,0
7893,0
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,0
7901,0
7902,0
7903,10
7904,10
7905,10
7906,10
7907,10
7908,10
7909,10
7910,10
7911,10
7912,10
7913,10
7914,10
7915,10
7916,10
7917,10
7918,10
7919,10
7920,10
7921,10
7922,10
7923,10
7924,0
7925,2
7926,2
7927,2
7928,2
7929,2
7930,2
7931,2
7932,0
7933,2
7934,2
7935,2
7936,2
7937,0
7938,10
7939,10
7940,10
7941,0
7942,11
7943,11
7944,11
7945,11
7946,11
7947,11
7948,0
7949,0
7950,0
7951,8
7952,8
7953,8
7954,8
7955,8
7956,8
7957,8
7958,8
7959,8
7960,8
7961,8
7962,8
7963,8
7964,8
7965,8
7966,8
7967,8
7968,8
7969,8
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,0
7977,0
7978,12
7979,12
7980,12
7981,12
7982,12
7983,12
7984,12
7985,12
7986,12
7987,12
7988,12
7989,12
7990,12
7991,12
7992,12
7993,12
7994,12
7995,12
7996,12
7997,12
7998,12
7999,0
8000,0
8001,6
8002,6
8003,6
8004,6
8005,6
8006,6
8007,6
8008,6
8009,6
8010,6
8011,0
8012,11
8013,11
8014,11
8015,11
8016,11
8017,11
8018,11
8019,11
8020,11
8021,11
8022,11
8023,11
8024,11
8025,11
8026,11
8027,11
8028,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,0
8039,0
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,10
8049,10
8050,10
8051,10
8052,10
8053,10
8054,10
8055,10
8056,10
8057,10
8058,10
8059,10
8060,10
8061,10
8062,10
8063,10
8064,10
8065,10
8066,10
8067,10
8068,10
8069,0
8070,2
8071,2
8072,2
8073,2
8074,2
8075,2
8076,2
8077,0
8078,2
8079,2
8080,2
8081,2
8082,0
8083,10
8084,10
8085,10
8086,0
8087,11
8088,11
8089,11
8090,11
8091,11
8092,11
8093,0
8094,0
8095,0
8096,8
8097,8
8098,8
8099,8
8100,8
8101,8
8102,8
8103,8
8104,8
8105,8
8106,8
8107,8
8108,8
8109,8
8110,8
8111,8
8112,8
8113,8
8114,8
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,12
8124,12
8125,12
8126,12
8127,12
8128,12
8129,12
8130,12
8131,12
8132,12
8133,12
8134,12
8135,12
8136,12
8137,12
8138,12
8139,12
8140,12
8141,12
8142,12
8143,12
8144,0
8145,0
8146,6
8147,6
8148,6
8149,6
8150,6
8151,6
8152,6
8153,6
8154,6
8155,6
8156,0
8157,11
8158,11
8159,11
8160,11
8161,11
8162,11
8163,11
8164,11
8165,11
8166,11
8167,11
8168,11
8169,11
8170,11
8171,11
8172,11
8173,11
8174,11
8175,0
8176,0
8177,0
8178,0
8179,0
8180,0
8181,0
8182,0
8183,0
8184,0
8185,0
8186,0
8187,0
8188,0
8189,0
8190,0
8191,0
8192,0
8193,10
8194,10
8195,10
8196,10
8197,10
8198,10
8199,10
8200,10
8201,10
8202,10
8203,10
8204,10
8205,10
8206,10
8207,10
8208,10
8209,10
8210,10
8211,10
8212,10
8213,10
8214,0
8215,2
8216,2
8217,2
8218,2
8219,2
8220,2
8221,2
8222,0
8223,2
8224,2
8225,2
8226,2
8227,0
8228,10
8229,10
8230,10
8231,0
8232,11
8233,11
8234,11
8235,11
8236,11
8237,11
8238,0
8239,0
8240,0
8241,8
8242,8
8243,8
8244,8
8245,8
8246,8
8247,8
8248,8
8249,8
8250,8
8251,8
8252,8
8253,8
8254,8
8255,8
8256,8
8257,8
8258,8
8259,8
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,12
8269,12
8270,12
8271,12
8272,12
8273,12
8274,12
8275,12
8276,12
8277,12
8278,12
8279,12
8280,12
8281,12
8282,12
8283,12
8284,12
8285,12
8286,12
8287,12
8288,12
8289,0
8290,0
8291,6
8292,6
8293,6
8294,6
8295,6
8296,6
8297,6
8298,6
8299,6
8300,6
8301,0
8302,11
8303,11
8304,11
8305,11
8306,11
8307,11
8308,11
8309,11
8310,11
8311,11
8312,11
8313,11
8314,11
8315,11
8316,11
8317,11
8318,11
8319,11
8320,11
8321,11
8322,0
8323,0
8324,0
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,0
8337,0
8338,10
8339,10
8340,10
8341,10
8342,10
8343,10
8344,10
8345,10
8346,10
8347,10
8348,10
8349,10
8350,10
8351,10
8352,10
8353,10
8354,10
8355,10
8356,10
8357,10
8358,10
8359,0
8360,2
8361,2
8362,2
8363,2
8364,2
8365,2
8366,2
8367,0
8368,2
8369,2
8370,2
8371,2
8372,0
8373,10
8374,10
8375,10
8376,0
8377,11
8378,11
8379,11
8380,11
8381,11
8382,11
8383,0
8384,0
8385,0
8386,8
8387,8
8388,8
8389,8
8390,8
8391,8
8392,8
8393,8
8394,8
8395,8
8396,8
8397,8
8398,8
8399,8
8400,8
8401,8
8402,8
8403,8
8404,8
8405,0
8406,0
8407,0
8408,0
8409,0
8410,0
8411,0
8412,0
8413,0
8414,0
8415,0
8416,0
8417,0
8418,0
8419,0
8420,0
8421,0
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,0
8431,0
8432,0
8433,0
8434,0
8435,0
8436,6
8437,6
8438,6
8439,6
8440,6
8441,6
8442,6
8443,6
8444,6
8445,6
8446,0
8447,11
8448,11
8449,11
8450,11
8451,11
8452,11
8453,11
8454,11
8455,11
8456,11
8457,11
8458,11
8459,11
8460,11
8461,11
8462,11
8463,11
8464,11
8465,11
8466,11
8467,11
8468,11
8469,0
8470,0
8471,0
8472,0
8473,0
8474,0
8475,0
8476,0
8477,0
8478,0
8479,0
8480,0
8481,0
8482,0
8483,10
8484,10
8485,10
8486,10
8487,10
8488,10
8489,10
8490,10
8491,10
8492,10
8493,10
8494,10
8495,10
8496,10
8497,10
8498,10
8499,10
8500,10
8501,10
8502,10
8503,10
8504,0
8505,2
8506,2
8507,2
8508,2
8509,2
8510,2
8511,2
8512,0
8513,2
8514,2
8515,2
8516,2
8517,0
8518,10
8519,10
8520,10
8521,0
8522,11
8523,11
8524,11
8525,11
8526,11
8527,11
8528,0
8529,0
8530,0
8531,8
8532,8
8533,8
8534,8
8535,8
8536,8
8537,8
8538,8
8539,8
8540,8
8541,8
8542,8
8543,8
8544,8
8545,8
8546,8
8547,8
8548,8
8549,8
8550,0
8551,0
8552,0
8553,0
8554,0
8555,0
8556,0
8557,0
8558,3
8559,3
8560,3
8561,3
8562,3
8563,3
8564,3
8565,3
8566,3
8567,3
8568,3
8569,3
8570,3
8571,3
8572,3
8573,3
8574,3
8575,3
8576,0
8577,0
8578,0
8579,0
8580,0
8581,6
8582,6
8583,6
8584,6
8585,6
8586,6
8587,6
8588,6
8589,6
8590,6
8591,0
8592,11
8593,11
8594,11
8595,11
